BuildingClass,StreetSize,LotArea,BuildingType,OverallCondition,YearRemodeled,LivingAreaSize,Bathroom,Bedroom,Kitchen,TotalRooms,Fireplaces,GarageCars,GarageArea,SaleCondition,SalePrice
20.0,,10007.0,1Family,7.0,2006.0,1053.0,1.0,3.0,1.0,5.0,0.0,1.0,312.0,Normal,145500
70.0,60.0,7200.0,1Family,6.0,2000.0,1502.0,1.0,3.0,1.0,,1.0,1.0,270.0,Normal,149000
50.0,78.0,17503.0,1Family,5.0,1950.0,1458.0,,3.0,1.0,6.0,1.0,1.0,330.0,Abnormal,97500
20.0,75.0,9937.0,,7.0,,1486.0,1.0,3.0,1.0,7.0,,2.0,480.0,Normal,167000
60.0,,12384.0,1Family,7.0,1976.0,1935.0,2.0,3.0,1.0,7.0,1.0,2.0,550.0,Normal,197900
60.0,52.0,46589.0,1Family,7.0,2005.0,2448.0,2.0,4.0,1.0,8.0,1.0,3.0,711.0,Normal,402000
20.0,120.0,13560.0,1Family,3.0,1968.0,1392.0,1.0,2.0,1.0,5.0,,2.0,576.0,Normal,110000
85.0,90.0,10012.0,1Family,5.0,1972.0,1181.0,2.0,3.0,1.0,6.0,0.0,2.0,588.0,Normal,137500
20.0,49.0,20896.0,1Family,5.0,2006.0,2097.0,1.0,1.0,1.0,8.0,1.0,3.0,1134.0,Partial,423000
60.0,106.0,11194.0,1Family,5.0,2000.0,1936.0,2.0,3.0,1.0,7.0,1.0,2.0,504.0,Normal,230500
60.0,,18450.0,1Family,5.0,1979.0,2380.0,2.0,3.0,1.0,7.0,1.0,2.0,596.0,Abnormal,129000
20.0,65.0,8125.0,1Family,5.0,1998.0,,2.0,3.0,1.0,7.0,1.0,2.0,575.0,Normal,193500
20.0,,14175.0,1Family,6.0,1987.0,1437.0,1.0,3.0,1.0,6.0,1.0,2.0,576.0,Normal,168000
30.0,80.0,11600.0,1Family,5.0,1950.0,1180.0,1.0,2.0,1.0,5.0,1.0,1.0,252.0,Normal,137500
60.0,64.0,8633.0,1Family,5.0,2005.0,1476.0,2.0,3.0,1.0,7.0,0.0,2.0,540.0,Normal,173500
70.0,54.0,6629.0,1Family,6.0,1950.0,1369.0,2.0,3.0,1.0,6.0,0.0,1.0,300.0,Normal,103600
,,11250.0,1Family,6.0,1977.0,1208.0,1.0,3.0,1.0,6.0,1.0,2.0,546.0,Normal,165000
20.0,110.0,14442.0,1Family,,2004.0,1839.0,2.0,3.0,1.0,7.0,2.0,2.0,416.0,Normal,257500
20.0,80.0,9200.0,1Family,6.0,1965.0,1136.0,1.0,3.0,1.0,5.0,,1.0,384.0,Normal,140000
160.0,,2289.0,Townhouse,6.0,1978.0,1441.0,2.0,3.0,1.0,,1.0,2.0,440.0,Normal,148500
70.0,60.0,9600.0,,2.0,1950.0,1774.0,2.0,4.0,2.0,8.0,0.0,3.0,779.0,Normal,87000
30.0,52.0,9022.0,1Family,8.0,2006.0,792.0,,,1.0,5.0,,1.0,240.0,Normal,109500
20.0,80.0,11844.0,1Family,5.0,2008.0,2046.0,2.0,3.0,1.0,7.0,1.0,3.0,834.0,Partial,372500
20.0,,9945.0,1Family,5.0,1961.0,988.0,1.0,3.0,1.0,5.0,0.0,2.0,572.0,Normal,128500
120.0,50.0,8012.0,,5.0,1980.0,923.0,2.0,2.0,1.0,5.0,1.0,1.0,264.0,Normal,143000
50.0,55.0,4500.0,1Family,5.0,2000.0,1520.0,1.0,3.0,1.0,6.0,0.0,1.0,281.0,Abnormal,159434
120.0,,2887.0,1Family,5.0,1997.0,1291.0,1.0,2.0,1.0,6.0,1.0,2.0,431.0,Normal,173000
20.0,90.0,11248.0,1Family,5.0,2002.0,,2.0,3.0,1.0,7.0,1.0,3.0,,Normal,285000
60.0,58.0,16770.0,1Family,5.0,1998.0,1839.0,2.0,4.0,1.0,,0.0,2.0,486.0,Normal,221000
160.0,,5062.0,Townhouse,5.0,1984.0,2090.0,2.0,3.0,1.0,6.0,1.0,2.0,577.0,Normal,207500
60.0,84.0,10207.0,1Family,6.0,2007.0,1761.0,3.0,3.0,1.0,7.0,0.0,2.0,578.0,Partial,227875
160.0,,5105.0,Townhouse,5.0,2004.0,1102.0,2.0,2.0,1.0,4.0,0.0,2.0,480.0,Normal,148800
20.0,60.0,8089.0,,,2007.0,,2.0,2.0,1.0,7.0,1.0,2.0,567.0,Partial,392000
120.0,61.0,,Townhouse,5.0,2006.0,,2.0,2.0,1.0,6.0,1.0,2.0,460.0,Normal,194700
120.0,,4426.0,Townhouse,5.0,,848.0,1.0,1.0,,3.0,1.0,2.0,420.0,Normal,141000
60.0,,,1Family,,1995.0,4316.0,3.0,4.0,1.0,10.0,2.0,3.0,832.0,Normal,755000
60.0,42.0,26178.0,1Family,5.0,1990.0,2519.0,2.0,4.0,1.0,9.0,2.0,2.0,628.0,Normal,335000
30.0,60.0,5400.0,1Family,6.0,1968.0,1073.0,1.0,2.0,1.0,4.0,0.0,1.0,326.0,Abnormal,108480
50.0,51.0,6120.0,1Family,,1950.0,1539.0,1.0,3.0,1.0,5.0,0.0,2.0,576.0,Normal,141500
20.0,54.0,13811.0,1Family,6.0,1987.0,,,2.0,1.0,5.0,1.0,2.0,551.0,Normal,176000
30.0,50.0,6000.0,1Family,7.0,1950.0,616.0,1.0,2.0,,4.0,0.0,1.0,205.0,,89000
20.0,57.0,6420.0,1Family,7.0,1952.0,1148.0,1.0,2.0,1.0,6.0,0.0,1.0,308.0,Normal,123500
20.0,65.0,8450.0,1Family,8.0,2009.0,894.0,1.0,3.0,1.0,5.0,1.0,1.0,336.0,Normal,138500
120.0,59.0,4282.0,Townhouse,5.0,2004.0,1391.0,,2.0,1.0,5.0,0.0,2.0,530.0,Normal,196000
20.0,85.0,14331.0,1Family,5.0,2002.0,1800.0,2.0,3.0,,7.0,1.0,3.0,765.0,Normal,312500
20.0,80.0,9600.0,1Family,5.0,1969.0,1164.0,1.0,3.0,1.0,6.0,0.0,2.0,528.0,Normal,140000
60.0,82.0,12438.0,1Family,5.0,2006.0,2576.0,2.0,4.0,,10.0,1.0,3.0,666.0,Partial,361919
190.0,76.0,7630.0,2Family,9.0,1996.0,1812.0,2.0,4.0,2.0,8.0,1.0,2.0,672.0,Normal,140000
20.0,70.0,8400.0,1Family,5.0,2005.0,1484.0,2.0,3.0,1.0,7.0,0.0,2.0,,Normal,213000
190.0,70.0,5600.0,2Family,5.0,1950.0,1092.0,2.0,3.0,2.0,7.0,0.0,0.0,0.0,Normal,55000
20.0,,,1Family,5.0,2002.0,1824.0,2.0,2.0,1.0,5.0,2.0,2.0,739.0,Normal,302000
120.0,48.0,6240.0,Townhouse,5.0,2006.0,1324.0,2.0,2.0,1.0,6.0,1.0,2.0,550.0,Normal,254000
60.0,,9018.0,1Family,5.0,2007.0,1456.0,2.0,3.0,1.0,8.0,1.0,2.0,400.0,Partial,179540
20.0,,7162.0,1Family,7.0,,904.0,1.0,3.0,1.0,6.0,0.0,1.0,408.0,,109900
30.0,56.0,4130.0,1Family,6.0,2003.0,729.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,Normal,52000
50.0,66.0,8712.0,1Family,7.0,1950.0,1178.0,1.0,2.0,1.0,7.0,0.0,1.0,384.0,Abnormal,102776
120.0,40.0,4671.0,Townhouse,5.0,1989.0,1228.0,2.0,2.0,1.0,5.0,1.0,2.0,472.0,Normal,189000
190.0,60.0,9873.0,2Family,5.0,1970.0,960.0,1.0,3.0,1.0,6.0,0.0,2.0,576.0,Normal,129000
60.0,,13517.0,1Family,8.0,2005.0,1479.0,2.0,3.0,1.0,6.0,0.0,2.0,475.0,Normal,130500
20.0,78.0,10140.0,1Family,5.0,1974.0,1350.0,2.0,3.0,1.0,7.0,1.0,2.0,478.0,Normal,165000
70.0,60.0,10800.0,1Family,8.0,1998.0,2554.0,1.0,3.0,1.0,8.0,0.0,2.0,704.0,Normal,159500
20.0,80.0,10000.0,1Family,6.0,2000.0,1178.0,1.0,3.0,1.0,5.0,1.0,2.0,439.0,Normal,157000
60.0,96.0,,1Family,5.0,1994.0,2418.0,2.0,3.0,1.0,9.0,1.0,3.0,983.0,Normal,341000
20.0,69.0,9920.0,1Family,6.0,1969.0,971.0,1.0,3.0,1.0,5.0,1.0,1.0,300.0,Normal,128500
120.0,,6563.0,1Family,5.0,1985.0,1742.0,2.0,2.0,1.0,5.0,1.0,2.0,564.0,Normal,275000
120.0,,,Townhouse,5.0,2004.0,848.0,1.0,1.0,1.0,3.0,0.0,2.0,420.0,Normal,143000
20.0,70.0,8120.0,,7.0,1970.0,864.0,,3.0,1.0,5.0,0.0,2.0,463.0,Normal,124500
50.0,60.0,8172.0,1Family,6.0,1972.0,1470.0,2.0,4.0,1.0,7.0,0.0,1.0,548.0,Normal,135000
20.0,86.0,,1Family,5.0,,1698.0,2.0,3.0,1.0,8.0,1.0,3.0,768.0,Normal,320000
20.0,60.0,6960.0,1Family,6.0,1970.0,864.0,1.0,3.0,1.0,5.0,0.0,2.0,660.0,Normal,120500
20.0,,21695.0,1Family,9.0,2007.0,1680.0,2.0,3.0,1.0,5.0,1.0,2.0,540.0,Normal,222000
20.0,64.0,7314.0,1Family,5.0,2007.0,1232.0,2.0,2.0,1.0,6.0,0.0,2.0,632.0,Normal,194500
90.0,85.0,11475.0,Duplex,5.0,1958.0,1776.0,2.0,4.0,2.0,9.0,0.0,3.0,888.0,,110000
30.0,52.0,6240.0,,5.0,,1208.0,1.0,2.0,1.0,5.0,0.0,2.0,539.0,Normal,103000
120.0,39.0,5389.0,Townhouse,5.0,1996.0,1616.0,2.0,2.0,1.0,5.0,1.0,2.0,608.0,Normal,236500
80.0,73.0,9590.0,1Family,5.0,2003.0,,2.0,3.0,1.0,6.0,1.0,2.0,438.0,Normal,187500
60.0,75.0,11404.0,1Family,5.0,1999.0,2031.0,2.0,3.0,1.0,8.0,1.0,2.0,541.0,Normal,222500
20.0,80.0,10000.0,1Family,6.0,1983.0,1144.0,1.0,3.0,1.0,6.0,1.0,1.0,264.0,Normal,131400
20.0,,8978.0,1Family,5.0,1968.0,948.0,1.0,3.0,1.0,6.0,0.0,1.0,300.0,Partial,108000
75.0,60.0,10800.0,1Family,7.0,1970.0,1768.0,1.0,2.0,1.0,6.0,2.0,2.0,320.0,Normal,163000
90.0,60.0,8544.0,Duplex,4.0,1950.0,,2.0,2.0,2.0,6.0,0.0,2.0,400.0,Normal,93500
60.0,72.0,10463.0,1Family,5.0,2005.0,1801.0,2.0,3.0,,8.0,1.0,3.0,800.0,Normal,239900
90.0,60.0,10800.0,Duplex,5.0,1988.0,1200.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,Normal,179000
60.0,65.0,9313.0,,5.0,2004.0,1728.0,2.0,3.0,1.0,7.0,0.0,2.0,572.0,Normal,190000
70.0,60.0,9600.0,1Family,7.0,2002.0,1432.0,2.0,2.0,1.0,7.0,0.0,2.0,360.0,Abnormal,132000
20.0,65.0,6768.0,1Family,8.0,1996.0,912.0,1.0,3.0,1.0,5.0,0.0,1.0,288.0,Normal,142000
20.0,65.0,8450.0,1Family,5.0,2001.0,1349.0,2.0,3.0,1.0,6.0,0.0,2.0,539.0,Normal,179000
80.0,70.0,12886.0,,6.0,1999.0,1464.0,2.0,3.0,1.0,6.0,1.0,2.0,480.0,Normal,175000
120.0,41.0,5395.0,Townhouse,5.0,1993.0,1337.0,2.0,2.0,1.0,5.0,1.0,2.0,462.0,Normal,180000
60.0,,8963.0,1Family,9.0,1996.0,2715.0,3.0,4.0,1.0,11.0,2.0,2.0,831.0,Normal,299800
60.0,,8795.0,1Family,5.0,2000.0,2256.0,2.0,4.0,1.0,8.0,1.0,2.0,554.0,Normal,236000
70.0,65.0,11700.0,,7.0,,2640.0,1.0,4.0,1.0,,1.0,4.0,864.0,Normal,265979
20.0,59.0,10593.0,1Family,5.0,1996.0,1720.0,2.0,3.0,1.0,7.0,1.0,2.0,527.0,Normal,260400
50.0,50.0,8405.0,1Family,3.0,1950.0,1529.0,2.0,4.0,1.0,9.0,,1.0,240.0,Normal,98000
50.0,55.0,8800.0,1Family,7.0,2004.0,1140.0,1.0,3.0,1.0,7.0,0.0,,0.0,Normal,96500
60.0,,7750.0,,5.0,2003.0,1320.0,2.0,3.0,1.0,6.0,0.0,,,Normal,162000
20.0,79.0,9236.0,1Family,5.0,1997.0,1494.0,2.0,3.0,1.0,6.0,0.0,,576.0,Normal,217000
60.0,80.0,10240.0,1Family,5.0,2005.0,2098.0,2.0,3.0,1.0,8.0,1.0,3.0,878.0,Normal,275500
20.0,61.0,7930.0,1Family,8.0,2005.0,1026.0,1.0,,1.0,5.0,0.0,2.0,440.0,Normal,156000
160.0,34.0,3230.0,Townhouse,5.0,1999.0,1471.0,2.0,3.0,1.0,6.0,0.0,2.0,440.0,Normal,172500
60.0,68.0,10769.0,1Family,5.0,2007.0,1768.0,2.0,,1.0,7.0,0.0,2.0,578.0,Normal,212000
60.0,,11616.0,1Family,5.0,1978.0,1386.0,2.0,3.0,1.0,6.0,1.0,2.0,440.0,Abnormal,158900
,24.0,2280.0,Townhouse,5.0,1999.0,1501.0,2.0,,1.0,6.0,0.0,2.0,440.0,Normal,179400
60.0,65.0,12257.0,1Family,5.0,1995.0,2531.0,2.0,4.0,1.0,9.0,1.0,3.0,752.0,Normal,290000
,70.0,9100.0,1Family,6.0,1959.0,864.0,1.0,,1.0,5.0,0.0,1.0,300.0,Normal,127500
30.0,60.0,6911.0,1Family,5.0,,1301.0,1.0,2.0,1.0,5.0,0.0,2.0,440.0,Normal,100000
60.0,72.0,8640.0,1Family,5.0,,1547.0,2.0,3.0,1.0,7.0,0.0,2.0,,Normal,215200
,82.0,9430.0,1Family,5.0,1999.0,2365.0,2.0,3.0,1.0,8.0,1.0,3.0,,,337000
120.0,30.0,9549.0,Townhouse,5.0,,1494.0,1.0,2.0,1.0,6.0,1.0,2.0,481.0,Normal,270000
20.0,75.0,14587.0,1Family,5.0,2008.0,1506.0,2.0,2.0,1.0,6.0,1.0,,592.0,Partial,264132
60.0,80.0,10421.0,1Family,,1988.0,1714.0,2.0,3.0,1.0,7.0,1.0,2.0,496.0,Normal,196500
50.0,75.0,12508.0,1Family,7.0,1985.0,1750.0,2.0,4.0,1.0,7.0,0.0,1.0,,Normal,160000
20.0,70.0,9100.0,1Family,5.0,2005.0,1836.0,2.0,3.0,1.0,8.0,1.0,2.0,484.0,Normal,216837
60.0,,53504.0,1Family,5.0,2003.0,3279.0,3.0,4.0,,,1.0,3.0,841.0,Normal,538000
85.0,,7252.0,,5.0,1982.0,858.0,1.0,2.0,1.0,5.0,0.0,2.0,576.0,Normal,134900
20.0,67.0,8877.0,1Family,5.0,1951.0,,1.0,2.0,1.0,6.0,0.0,2.0,396.0,Normal,102000
80.0,94.0,7819.0,1Family,,1976.0,1117.0,1.0,3.0,1.0,6.0,1.0,2.0,672.0,Abnormal,107000
20.0,70.0,10150.0,1Family,5.0,1958.0,912.0,1.0,2.0,1.0,5.0,0.0,1.0,275.0,Normal,114500
20.0,110.0,14226.0,1Family,5.0,2006.0,1973.0,2.0,3.0,1.0,9.0,1.0,3.0,895.0,Partial,395000
120.0,32.0,4500.0,Townhouse,5.0,1998.0,1204.0,2.0,2.0,1.0,5.0,0.0,2.0,412.0,Normal,162000
20.0,86.0,11210.0,1Family,5.0,2006.0,1614.0,2.0,3.0,1.0,7.0,0.0,3.0,865.0,Partial,221500
20.0,100.0,13350.0,1Family,5.0,1974.0,894.0,1.0,3.0,1.0,5.0,1.0,2.0,440.0,Normal,142500
90.0,60.0,8400.0,Duplex,5.0,1977.0,2020.0,2.0,4.0,2.0,10.0,2.0,2.0,630.0,Normal,144000
90.0,78.0,10530.0,,5.0,1977.0,,1.0,2.0,1.0,4.0,0.0,2.0,504.0,Normal,135000
20.0,63.0,7875.0,,5.0,1996.0,1253.0,2.0,3.0,,6.0,1.0,2.0,402.0,Normal,176000
60.0,65.0,7153.0,1Family,5.0,1992.0,,2.0,3.0,1.0,7.0,0.0,2.0,484.0,Normal,175900
,67.0,16285.0,1Family,5.0,2002.0,1430.0,2.0,3.0,1.0,6.0,0.0,2.0,605.0,Normal,187100
85.0,,9101.0,1Family,6.0,1978.0,1110.0,1.0,1.0,1.0,4.0,1.0,2.0,602.0,Normal,165500
75.0,35.0,6300.0,1Family,6.0,2001.0,1484.0,2.0,3.0,1.0,,1.0,0.0,0.0,,128000
20.0,,9790.0,1Family,5.0,1967.0,1342.0,2.0,3.0,1.0,7.0,1.0,2.0,457.0,Normal,161500
50.0,60.0,10800.0,1Family,6.0,1950.0,1652.0,2.0,4.0,1.0,7.0,0.0,1.0,416.0,Normal,139000
60.0,76.0,10142.0,1Family,5.0,2004.0,2084.0,2.0,4.0,1.0,8.0,0.0,2.0,618.0,Normal,233000
20.0,50.0,6000.0,1Family,7.0,2000.0,901.0,1.0,2.0,1.0,4.0,0.0,1.0,281.0,Normal,107900
60.0,,12205.0,1Family,8.0,2007.0,2087.0,2.0,5.0,1.0,9.0,0.0,2.0,444.0,Normal,187500
120.0,43.0,3182.0,Townhouse,5.0,2006.0,1145.0,2.0,2.0,1.0,5.0,1.0,2.0,397.0,Normal,160200
80.0,,,1Family,5.0,1976.0,1062.0,1.0,3.0,1.0,5.0,2.0,2.0,539.0,Normal,146800
60.0,92.0,9920.0,1Family,5.0,1997.0,,2.0,3.0,1.0,8.0,1.0,2.0,455.0,Normal,269790
20.0,,9158.0,1Family,5.0,2007.0,1496.0,2.0,3.0,1.0,7.0,0.0,2.0,474.0,Partial,225000
60.0,,10832.0,1Family,5.0,1996.0,1895.0,2.0,3.0,1.0,7.0,1.0,2.0,409.0,Normal,194500
60.0,70.0,8400.0,1Family,6.0,1981.0,1564.0,2.0,3.0,1.0,7.0,1.0,2.0,476.0,Normal,171000
20.0,71.0,8197.0,1Family,5.0,1977.0,,1.0,3.0,1.0,7.0,1.0,2.0,528.0,Normal,143500
,57.0,7677.0,1Family,5.0,1953.0,773.0,1.0,2.0,1.0,4.0,0.0,1.0,240.0,Abnormal,110000
60.0,104.0,13518.0,1Family,5.0,2009.0,3140.0,3.0,4.0,1.0,11.0,2.0,3.0,820.0,Partial,485000
50.0,60.0,7200.0,1Family,7.0,1950.0,1768.0,1.0,3.0,1.0,7.0,2.0,1.0,240.0,Normal,175000
60.0,79.0,12798.0,1Family,5.0,1997.0,1688.0,2.0,4.0,1.0,8.0,0.0,2.0,603.0,Normal,200000
30.0,40.0,4800.0,1Family,7.0,1990.0,1196.0,1.0,2.0,1.0,,0.0,2.0,440.0,Normal,109900
60.0,63.0,8199.0,1Family,5.0,2005.0,1456.0,2.0,3.0,1.0,7.0,1.0,2.0,410.0,Normal,189000
60.0,107.0,13891.0,1Family,5.0,2009.0,2822.0,3.0,4.0,1.0,12.0,1.0,3.0,1020.0,Partial,582933
20.0,75.0,9000.0,1Family,5.0,1954.0,1128.0,1.0,2.0,1.0,5.0,0.0,1.0,286.0,Partial,118000
20.0,91.0,12274.0,,5.0,2008.0,1428.0,2.0,,1.0,6.0,0.0,2.0,554.0,Partial,227680
80.0,75.0,9750.0,1Family,5.0,1967.0,980.0,2.0,3.0,,6.0,0.0,1.0,384.0,Normal,135500
70.0,144.0,21384.0,1Family,6.0,2004.0,1576.0,1.0,3.0,1.0,6.0,1.0,2.0,528.0,Normal,223500
80.0,85.0,13400.0,1Family,5.0,1966.0,1086.0,1.0,3.0,1.0,6.0,1.0,,484.0,Normal,159950
75.0,90.0,8100.0,1Family,5.0,1965.0,2138.0,2.0,2.0,3.0,11.0,0.0,2.0,360.0,Normal,106000
20.0,78.0,10140.0,1Family,6.0,1999.0,1309.0,1.0,3.0,1.0,5.0,1.0,2.0,484.0,Normal,181000
120.0,,4438.0,Townhouse,5.0,2004.0,848.0,1.0,1.0,1.0,4.0,1.0,2.0,420.0,Normal,144500
20.0,66.0,8712.0,1Family,5.0,1952.0,1044.0,1.0,2.0,1.0,4.0,0.0,2.0,504.0,Normal,55993
20.0,75.0,9750.0,1Family,6.0,1958.0,1442.0,1.0,4.0,1.0,7.0,0.0,1.0,301.0,Normal,157900
50.0,45.0,8248.0,1Family,7.0,1950.0,1250.0,1.0,3.0,1.0,7.0,0.0,1.0,280.0,Normal,116000
20.0,48.0,12137.0,1Family,5.0,1998.0,1661.0,,3.0,1.0,6.0,0.0,2.0,598.0,Normal,224900
20.0,,11425.0,1Family,6.0,1954.0,1008.0,1.0,2.0,1.0,4.0,1.0,1.0,275.0,Normal,137000
20.0,,13265.0,1Family,5.0,2002.0,1689.0,2.0,3.0,1.0,7.0,2.0,3.0,857.0,Normal,271000
80.0,80.0,8816.0,1Family,7.0,1971.0,1052.0,1.0,3.0,1.0,6.0,0.0,2.0,440.0,Normal,155000
120.0,44.0,6371.0,Townhouse,5.0,2010.0,1358.0,2.0,2.0,1.0,6.0,1.0,2.0,484.0,Partial,224000
60.0,72.0,7226.0,1Family,5.0,2003.0,1640.0,2.0,3.0,1.0,6.0,0.0,2.0,595.0,Normal,183000
20.0,60.0,6000.0,2Family,,1953.0,936.0,1.0,2.0,1.0,4.0,0.0,2.0,576.0,Normal,93000
60.0,,12394.0,1Family,5.0,2003.0,1733.0,2.0,3.0,1.0,7.0,1.0,2.0,433.0,Partial,225000
,60.0,9900.0,1Family,7.0,1950.0,1489.0,,3.0,1.0,7.0,1.0,1.0,240.0,Normal,139500
20.0,81.0,11216.0,1Family,5.0,2006.0,1489.0,2.0,3.0,1.0,7.0,1.0,2.0,776.0,Partial,232600
20.0,114.0,14803.0,1Family,5.0,2008.0,2084.0,2.0,2.0,1.0,7.0,1.0,3.0,1220.0,Partial,385000
45.0,50.0,6130.0,1Family,6.0,1950.0,784.0,1.0,2.0,,5.0,0.0,0.0,0.0,Normal,109500
20.0,65.0,8529.0,1Family,5.0,,1434.0,2.0,3.0,1.0,6.0,1.0,2.0,527.0,Normal,189000
60.0,,28698.0,1Family,5.0,1967.0,2126.0,2.0,3.0,1.0,7.0,0.0,2.0,,Abnormal,185000
160.0,24.0,2544.0,Townhouse,5.0,2005.0,,2.0,,1.0,4.0,0.0,,480.0,Normal,147400
20.0,80.0,11900.0,1Family,5.0,1957.0,1392.0,1.0,3.0,1.0,6.0,2.0,2.0,458.0,Normal,166000
160.0,30.0,3180.0,Townhouse,5.0,2005.0,1200.0,2.0,2.0,1.0,4.0,0.0,2.0,480.0,Normal,151000
60.0,44.0,9548.0,1Family,6.0,2003.0,1829.0,2.0,3.0,1.0,7.0,1.0,2.0,613.0,Normal,237000
20.0,100.0,10004.0,1Family,6.0,1964.0,1516.0,1.0,3.0,1.0,6.0,0.0,2.0,472.0,Normal,167000
20.0,75.0,7875.0,1Family,6.0,1961.0,1144.0,1.0,3.0,1.0,6.0,0.0,2.0,456.0,Normal,139950
20.0,60.0,9600.0,1Family,7.0,1995.0,1067.0,2.0,2.0,1.0,4.0,0.0,2.0,436.0,Normal,128000
30.0,90.0,8100.0,1Family,6.0,1973.0,1559.0,1.0,2.0,1.0,5.0,0.0,2.0,812.0,Normal,153500
160.0,21.0,1680.0,Townhouse,5.0,1973.0,987.0,1.0,2.0,1.0,5.0,0.0,1.0,264.0,Normal,100000
20.0,75.0,9525.0,1Family,6.0,2006.0,1099.0,1.0,3.0,1.0,6.0,0.0,1.0,352.0,Normal,144000
50.0,70.0,11767.0,1Family,6.0,1995.0,1200.0,1.0,3.0,1.0,6.0,0.0,1.0,240.0,Normal,130500
70.0,,12155.0,1Family,8.0,1950.0,1482.0,2.0,4.0,1.0,7.0,0.0,1.0,400.0,Normal,140000
70.0,60.0,10440.0,1Family,8.0,2002.0,1539.0,2.0,,1.0,8.0,1.0,2.0,686.0,Normal,157500
80.0,82.0,9020.0,1Family,7.0,1966.0,1165.0,1.0,3.0,1.0,6.0,0.0,2.0,490.0,Normal,174900
90.0,80.0,8000.0,Duplex,,1961.0,1800.0,2.0,6.0,2.0,10.0,0.0,0.0,0.0,Normal,141000
50.0,100.0,12665.0,,8.0,1950.0,1416.0,1.0,4.0,1.0,7.0,1.0,3.0,720.0,Normal,153900
85.0,,16647.0,1Family,5.0,1981.0,1701.0,2.0,3.0,,6.0,2.0,2.0,611.0,Normal,171000
60.0,,,1Family,5.0,1993.0,1775.0,2.0,3.0,1.0,7.0,1.0,2.0,425.0,Normal,213000
20.0,36.0,15523.0,1Family,6.0,1972.0,864.0,1.0,3.0,1.0,5.0,1.0,1.0,338.0,Normal,133500
50.0,75.0,45600.0,,8.0,1997.0,2358.0,3.0,5.0,1.0,10.0,1.0,2.0,360.0,Normal,240000
80.0,80.0,9600.0,1Family,7.0,1994.0,1855.0,2.0,3.0,1.0,7.0,1.0,2.0,512.0,Normal,187000
,36.0,4435.0,Townhouse,5.0,,848.0,1.0,1.0,,3.0,0.0,2.0,420.0,Normal,131500
120.0,,3196.0,Townhouse,5.0,2003.0,1456.0,2.0,2.0,1.0,7.0,1.0,2.0,400.0,Normal,215000
75.0,53.0,7128.0,1Family,5.0,1950.0,1646.0,2.0,4.0,1.0,7.0,2.0,1.0,240.0,Normal,164000
80.0,,12095.0,,6.0,1964.0,1445.0,1.0,3.0,1.0,7.0,1.0,2.0,645.0,Normal,158000
20.0,102.0,17920.0,1Family,4.0,1974.0,1779.0,1.0,3.0,1.0,6.0,,2.0,454.0,Abnormal,170000
20.0,,6897.0,1Family,8.0,2010.0,1040.0,1.0,3.0,1.0,6.0,0.0,1.0,260.0,Normal,127000
80.0,,,1Family,6.0,1978.0,1026.0,1.0,3.0,1.0,5.0,0.0,2.0,576.0,Normal,147000
60.0,65.0,8125.0,,5.0,1995.0,1481.0,2.0,3.0,1.0,6.0,,2.0,343.0,Normal,174000
,80.0,10400.0,1Family,5.0,1976.0,1370.0,2.0,3.0,1.0,6.0,1.0,2.0,479.0,Partial,152000
60.0,,11029.0,1Family,7.0,1984.0,,2.0,4.0,1.0,9.0,1.0,2.0,619.0,Normal,250000
50.0,55.0,7642.0,1Family,8.0,1998.0,1426.0,1.0,3.0,1.0,7.0,1.0,1.0,216.0,Normal,189950
190.0,75.0,11625.0,2Family,4.0,1965.0,1039.0,1.0,,1.0,6.0,0.0,2.0,504.0,Normal,131500
20.0,81.0,9672.0,1Family,,1985.0,1097.0,2.0,3.0,1.0,6.0,0.0,2.0,480.0,Normal,152000
20.0,70.0,7931.0,1Family,5.0,1959.0,1148.0,1.0,3.0,1.0,6.0,0.0,1.0,672.0,Normal,132500
20.0,72.0,8640.0,1Family,5.0,2008.0,,2.0,3.0,1.0,6.0,0.0,2.0,529.0,Partial,250580
20.0,,8750.0,1Family,6.0,1970.0,1002.0,1.0,3.0,1.0,5.0,0.0,2.0,902.0,Normal,148500
20.0,67.0,10656.0,1Family,5.0,2007.0,1646.0,2.0,3.0,1.0,6.0,1.0,3.0,870.0,,248900
20.0,85.0,6970.0,1Family,5.0,1961.0,1120.0,1.0,3.0,1.0,5.0,0.0,2.0,544.0,Normal,129000
60.0,,14762.0,1Family,6.0,1950.0,2320.0,2.0,2.0,1.0,7.0,1.0,2.0,672.0,Normal,169000
,80.0,9938.0,1Family,5.0,1994.0,1949.0,2.0,3.0,1.0,8.0,1.0,2.0,574.0,Normal,236000
20.0,60.0,6600.0,1Family,5.0,1962.0,894.0,1.0,2.0,1.0,5.0,0.0,,308.0,Normal,109500
60.0,,8750.0,1Family,5.0,1998.0,1682.0,2.0,3.0,1.0,7.0,0.0,2.0,523.0,Normal,200500
20.0,,8892.0,1Family,7.0,1996.0,,1.0,3.0,1.0,5.0,0.0,2.0,414.0,Normal,116000
40.0,,12144.0,1Family,,1950.0,1268.0,1.0,3.0,1.0,6.0,1.0,1.0,288.0,Normal,133000
